process,n,rep,lags,model_df,degrees_of_freedom,statistic,p_value,alpha,rejected
white_noise,300,167,20,0,20,12.58510049205076,0.8944678645351156,0.05,0
white_noise,300,168,20,0,20,26.8974114353531,0.1381750000531045,0.05,0
white_noise,300,169,20,0,20,15.907540249663555,0.722343490521625,0.05,0
white_noise,300,170,20,0,20,14.038680282582938,0.8285293506250786,0.05,0
white_noise,300,171,20,0,20,25.447376985917543,0.18484835124820376,0.05,0
white_noise,300,172,20,0,20,21.701999296806477,0.3568974363170373,0.05,0
white_noise,300,173,20,0,20,9.379348911026225,0.9780824020576739,0.05,0
white_noise,300,174,20,0,20,17.598899879020802,0.6138119563214386,0.05,0
white_noise,300,175,20,0,20,20.18557134714862,0.4463764657609043,0.05,0
white_noise,300,176,20,0,20,20.78479764567812,0.4098951880105366,0.05,0
white_noise,300,177,20,0,20,11.609755764874498,0.9288533713342254,0.05,0
white_noise,300,178,20,0,20,18.47942118665575,0.5558581574972268,0.05,0
white_noise,300,179,20,0,20,26.983305820185056,0.1357343269647209,0.05,0
white_noise,300,180,20,0,20,23.03115413273453,0.287267394308153,0.05,0
white_noise,300,181,20,0,20,14.080347187867302,0.8263988801057949,0.05,0
white_noise,300,182,20,0,20,17.177404791077066,0.6414257741401805,0.05,0
white_noise,300,183,20,0,20,16.736671715407393,0.6700004884221133,0.05,0
white_noise,300,184,20,0,20,19.14401764082217,0.5124832111329906,0.05,0
white_noise,300,185,20,0,20,32.20530864608971,0.0411591717731561,0.05,1
white_noise,300,186,20,0,20,16.062629868348022,0.7127312731256995,0.05,0
white_noise,300,187,20,0,20,20.522811173327344,0.4256814278260773,0.05,0
white_noise,300,188,20,0,20,22.24542987790788,0.3273428443756789,0.05,0
white_noise,300,189,20,0,20,20.745013784179577,0.4122751562460425,0.05,0
white_noise,300,190,20,0,20,21.245982834525982,0.3827834813994925,0.05,0
white_noise,300,191,20,0,20,10.22254740229274,0.9639546414056501,0.05,0
white_noise,300,192,20,0,20,14.088794272153871,0.8259654583907914,0.05,0
white_noise,300,193,20,0,20,17.6590564935529,0.6098566620701666,0.05,0
white_noise,300,194,20,0,20,12.888404078913435,0.882120593654194,0.05,0
white_noise,300,195,20,0,20,20.327342675467033,0.4376275104457018,0.05,0
white_noise,300,196,20,0,20,30.043810772626028,0.0691468724623051,0.05,0
white_noise,300,197,20,0,20,10.025393100221793,0.9677091530781543,0.05,0
white_noise,300,198,20,0,20,16.470710695350476,0.6870264470246452,0.05,0
white_noise,300,199,20,0,20,23.87064440212164,0.24808837782426213,0.05,0
white_noise,1000,0,20,0,20,19.716666260716526,0.47577437161208913,0.05,0
white_noise,1000,1,20,0,20,21.222132152027108,0.38416328596367266,0.05,0
white_noise,1000,2,20,0,20,14.340263352119052,0.8128332603386894,0.05,0
white_noise,1000,3,20,0,20,17.03466788611891,0.6507213888880492,0.05,0
white_noise,1000,4,20,0,20,17.06566330122638,0.6487058325686188,0.05,0
white_noise,1000,5,20,0,20,15.378067969016291,0.7543812541249526,0.05,0
white_noise,1000,6,20,0,20,16.692980498142916,0.6728102436380734,0.05,0
white_noise,1000,7,20,0,20,12.534257062193918,0.8964616506697612,0.05,0
white_noise,1000,8,20,0,20,44.54507298625089,0.001271376379376234,0.05,1
white_noise,1000,9,20,0,20,13.248807145901194,0.8664553583976282,0.05,0
white_noise,1000,10,20,0,20,25.51368469874686,0.18248051893397468,0.05,0
white_noise,1000,11,20,0,20,16.23017759338583,0.7022456334469289,0.05,0
white_noise,1000,12,20,0,20,25.5881119146296,0.17985014143521555,0.05,0
white_noise,1000,13,20,0,20,22.7450394979138,0.3014863789653643,0.05,0
white_noise,1000,14,20,0,20,15.248482688670538,0.7620171622003861,0.05,0
white_noise,1000,15,20,0,20,19.244256832093164,0.5060038271754375,0.05,0
white_noise,1000,16,20,0,20,22.52927600840147,0.3124944123110364,0.05,0
white_noise,1000,17,20,0,20,17.146972140467945,0.643410536046719,0.05,0
white_noise,1000,18,20,0,20,28.08908836182095,0.10730718011387841,0.05,0
white_noise,1000,19,20,0,20,15.403786532084597,0.7528555545606251,0.05,0
white_noise,1000,20,20,0,20,17.900771983536096,0.5939448709473398,0.05,0
white_noise,1000,21,20,0,20,26.671462665608615,0.14476273842925277,0.05,0
white_noise,1000,22,20,0,20,25.984093169049338,0.16633787427618196,0.05,0
white_noise,1000,23,20,0,20,30.92263673731034,0.056220096868140806,0.05,0
white_noise,1000,24,20,0,20,29.60315002936073,0.07654432688811512,0.05,0
white_noise,1000,25,20,0,20,13.597849460162774,0.8502867644518004,0.05,0
white_noise,1000,26,20,0,20,13.25937282308288,0.8659801386595949,0.05,0
white_noise,1000,27,20,0,20,19.457939245664047,0.492263410272864,0.05,0
white_noise,1000,28,20,0,20,18.526598055042875,0.5527609596307923,0.05,0
white_noise,1000,29,20,0,20,12.871412755766125,0.8828326961883373,0.05,0
white_noise,1000,30,20,0,20,11.194970186119534,0.9410087308305691,0.05,0
white_noise,1000,31,20,0,20,16.367377578467742,0.6935871629971931,0.05,0
white_noise,1000,32,20,0,20,14.484205376290726,0.8051221113641256,0.05,0
white_noise,1000,33,20,0,20,31.817620864633476,0.04528085069894759,0.05,1
white_noise,1000,34,20,0,20,41.59845782313343,0.0031186152690604466,0.05,1
white_noise,1000,35,20,0,20,21.868680921066083,0.34767869566301834,0.05,0
white_noise,1000,36,20,0,20,21.228613376697023,0.383788087650222,0.05,0
white_noise,1000,37,20,0,20,15.270375479183325,0.7607332376310396,0.05,0
white_noise,1000,38,20,0,20,14.64410196537538,0.7963971300658046,0.05,0
white_noise,1000,39,20,0,20,20.78885769110331,0.409652661307911,0.05,0
white_noise,1000,40,20,0,20,7.830785420674069,0.9929293478991964,0.05,0
white_noise,1000,41,20,0,20,20.60021436495022,0.4209899053826297,0.05,0
white_noise,1000,42,20,0,20,19.343050732692365,0.4996383683429403,0.05,0
white_noise,1000,43,20,0,20,20.535662878873698,0.42490090460764374,0.05,0
white_noise,1000,44,20,0,20,9.761674744332401,0.9722903850971545,0.05,0
white_noise,1000,45,20,0,20,7.742402199543764,0.9934394263420167,0.05,0
white_noise,1000,46,20,0,20,16.124281443376066,0.7088847060143479,0.05,0
white_noise,1000,47,20,0,20,20.284918980396153,0.4402382841677457,0.05,0
white_noise,1000,48,20,0,20,40.023869316834755,0.004960818174272068,0.05,1
white_noise,1000,49,20,0,20,14.482446874229694,0.8052171456623395,0.05,0
white_noise,1000,50,20,0,20,20.836321894510498,0.40682230431530997,0.05,0
white_noise,1000,51,20,0,20,17.90312754022204,0.5937897128035137,0.05,0
white_noise,1000,52,20,0,20,15.358771153726115,0.7555238046455885,0.05,0
white_noise,1000,53,20,0,20,21.1373829501395,0.38908632971144375,0.05,0
white_noise,1000,54,20,0,20,17.54204584043033,0.6175476217687871,0.05,0
white_noise,1000,55,20,0,20,10.400348013989234,0.9603182073146488,0.05,0
white_noise,1000,56,20,0,20,28.89414158759197,0.08986475155340114,0.05,0
white_noise,1000,57,20,0,20,22.03914631277871,0.33839024100357723,0.05,0
white_noise,1000,58,20,0,20,19.277842144725035,0.5038375117001374,0.05,0
white_noise,1000,59,20,0,20,21.261395903446903,0.3818931431649548,0.05,0
white_noise,1000,60,20,0,20,15.722337222802235,0.733693677903106,0.05,0
white_noise,1000,61,20,0,20,23.593957596506264,0.2605788390254336,0.05,0
white_noise,1000,62,20,0,20,37.508327384426586,0.010162825757072547,0.05,1
white_noise,1000,63,20,0,20,16.964475894912148,0.6552791714275112,0.05,0
white_noise,1000,64,20,0,20,16.028884822719434,0.7148306791148467,0.05,0
white_noise,1000,65,20,0,20,38.62006027903453,0.007430921174805577,0.05,1
white_noise,1000,66,20,0,20,26.52936787762552,0.14903157005494355,0.05,0
white_noise,1000,67,20,0,20,16.846761364850334,0.6629004987919145,0.05,0
white_noise,1000,68,20,0,20,22.31831921096868,0.32349056236119084,0.05,0
white_noise,1000,69,20,0,20,19.540742098012053,0.48696761888328577,0.05,0
white_noise,1000,70,20,0,20,23.312243664906045,0.27372404980556453,0.05,0
white_noise,1000,71,20,0,20,15.562064442852503,0.7433943603467132,0.05,0
white_noise,1000,72,20,0,20,22.340580465904782,0.3223194181995017,0.05,0
white_noise,1000,73,20,0,20,13.169008206767115,0.8700154097179676,0.05,0
white_noise,1000,74,20,0,20,22.901768165692655,0.2936436483834215,0.05,0
white_noise,1000,75,20,0,20,21.18875662771369,0.3860983149722571,0.05,0
white_noise,1000,76,20,0,20,17.67118955928925,0.6090586218945202,0.05,0
white_noise,1000,77,20,0,20,14.651602526165085,0.7959838394253098,0.05,0
white_noise,1000,78,20,0,20,21.51857578669154,0.36719454080399827,0.05,0
white_noise,1000,79,20,0,20,24.77938571076868,0.21000192601151182,0.05,0
white_noise,1000,80,20,0,20,26.43161893206295,0.15202535003958811,0.05,0
white_noise,1000,81,20,0,20,23.959013209405455,0.24418714081931175,0.05,0
white_noise,1000,82,20,0,20,17.73566088514811,0.6048166555053167,0.05,0
white_noise,1000,83,20,0,20,17.644750027367287,0.6107975351312774,0.05,0
white_noise,1000,84,20,0,20,27.124304855861702,0.13180285790140156,0.05,0
white_noise,1000,85,20,0,20,22.760470507739342,0.3007084512015701,0.05,0
white_noise,1000,86,20,0,20,12.731719778216387,0.8885957136165828,0.05,0
white_noise,1000,87,20,0,20,37.807324839755616,0.009347917712016606,0.05,1
white_noise,1000,88,20,0,20,14.29588720832094,0.8151824432114414,0.05,0
white_noise,1000,89,20,0,20,7.583139421167382,0.9942860935259699,0.05,0
white_noise,1000,90,20,0,20,16.23827309693943,0.701736481124499,0.05,0
white_noise,1000,91,20,0,20,19.463766743050307,0.4918901554756042,0.05,0
white_noise,1000,92,20,0,20,23.318265238295876,0.2734385766660738,0.05,0
white_noise,1000,93,20,0,20,20.73481495144012,0.4128862880654509,0.05,0
white_noise,1000,94,20,0,20,17.317600680062643,0.6322646225753235,0.05,0
white_noise,1000,95,20,0,20,11.758528714239068,0.9241364774729941,0.05,0
white_noise,1000,96,20,0,20,19.90226618719344,0.46405819689109273,0.05,0
white_noise,1000,97,20,0,20,29.84569057274353,0.07239290758905355,0.05,0
white_noise,1000,98,20,0,20,34.991252766532114,0.02015091235820907,0.05,1
white_noise,1000,99,20,0,20,23.485294739313954,0.2655982042455232,0.05,0
white_noise,1000,100,20,0,20,24.258117006560887,0.23129889772699697,0.05,0
white_noise,1000,101,20,0,20,18.791693634194516,0.5354009159062074,0.05,0
white_noise,1000,102,20,0,20,18.718369070851725,0.5401942851422099,0.05,0
white_noise,1000,103,20,0,20,18.267087436871243,0.5698188727424439,0.05,0
white_noise,1000,104,20,0,20,28.3021757056532,0.10243699995111771,0.05,0
white_noise,1000,105,20,0,20,8.941501788590369,0.9835749553356264,0.05,0
white_noise,1000,106,20,0,20,19.19627976040938,0.5091025059342305,0.05,0
white_noise,1000,107,20,0,20,32.49410505107381,0.038309639324249724,0.05,1
white_noise,1000,108,20,0,20,25.31852347399327,0.18951576930670203,0.05,0
white_noise,1000,109,20,0,20,21.398376691826265,0.37402698040946125,0.05,0
white_noise,1000,110,20,0,20,36.78521169421996,0.012415416078637397,0.05,1
white_noise,1000,111,20,0,20,15.900202531799469,0.7227959106220834,0.05,0
white_noise,1000,112,20,0,20,21.639842736857993,0.3603691088907016,0.05,0
white_noise,1000,113,20,0,20,25.89814022920041,0.16920241617106177,0.05,0
white_noise,1000,114,20,0,20,8.409250056994312,0.9887950816226967,0.05,0
white_noise,1000,115,20,0,20,21.979612825255646,0.34161793109654726,0.05,0
white_noise,1000,116,20,0,20,33.562493100479415,0.029241136399091178,0.05,1
white_noise,1000,117,20,0,20,10.100125434110057,0.9663198223872965,0.05,0
white_noise,1000,118,20,0,20,13.688988914987041,0.8459083368523477,0.05,0
white_noise,1000,119,20,0,20,22.818605820899325,0.29778893409060303,0.05,0
white_noise,1000,120,20,0,20,14.437806777898862,0.8076228009493052,0.05,0
white_noise,1000,121,20,0,20,21.376038242234113,0.37530401765762755,0.05,0
white_noise,1000,122,20,0,20,20.359309525170026,0.43566443486035233,0.05,0
white_noise,1000,123,20,0,20,11.36847559822748,0.9361014188973752,0.05,0
white_noise,1000,124,20,0,20,29.911559306060344,0.07129944702581308,0.05,0
white_noise,1000,125,20,0,20,14.354035106339749,0.8121014932908776,0.05,0
white_noise,1000,126,20,0,20,20.999701472237607,0.39715017081529513,0.05,0
white_noise,1000,127,20,0,20,17.489557976341942,0.620993949900468,0.05,0
white_noise,1000,128,20,0,20,14.296213620510184,0.8151652126228166,0.05,0
white_noise,1000,129,20,0,20,21.75699217609826,0.35384118111961804,0.05,0
white_noise,1000,130,20,0,20,31.888554968659754,0.04450039312171456,0.05,1
white_noise,1000,131,20,0,20,23.56651511877767,0.26184040631715555,0.05,0
white_noise,1000,132,20,0,20,18.385656038074725,0.5620193635273554,0.05,0
white_noise,1000,133,20,0,20,15.429098510118106,0.7513507424030671,0.05,0
white_noise,1000,134,20,0,20,14.7443486592674,0.7908443361104869,0.05,0
white_noise,1000,135,20,0,20,10.6479036380587,0.9548474306932043,0.05,0
white_noise,1000,136,20,0,20,8.45684045079432,0.9883875965754035,0.05,0
white_noise,1000,137,20,0,20,16.14843110864365,0.7073741674434451,0.05,0
white_noise,1000,138,20,0,20,6.617436282869503,0.9977640200954843,0.05,0
white_noise,1000,139,20,0,20,22.126921675709415,0.3336634431666201,0.05,0
white_noise,1000,140,20,0,20,29.634365957255888,0.0759988406889482,0.05,0
white_noise,1000,141,20,0,20,20.124112750471124,0.4501903242883867,0.05,0
white_noise,1000,142,20,0,20,29.27175087007456,0.08254477055861999,0.05,0
white_noise,1000,143,20,0,20,22.601763603709763,0.3087690569329216,0.05,0
white_noise,1000,144,20,0,20,20.061403113907264,0.4540945860004918,0.05,0
white_noise,1000,145,20,0,20,20.248927054979248,0.44245814421707685,0.05,0
white_noise,1000,146,20,0,20,31.27642285499449,0.051645377177822575,0.05,0
white_noise,1000,147,20,0,20,31.69885230037498,0.046614808776305666,0.05,1
white_noise,1000,148,20,0,20,31.113787315768636,0.053706085487985084,0.05,0
white_noise,1000,149,20,0,20,24.04218073523258,0.24055447225074789,0.05,0
white_noise,1000,150,20,0,20,16.414200755952255,0.6906183640251318,0.05,0
white_noise,1000,151,20,0,20,24.100973654670707,0.23800924592564157,0.05,0
white_noise,1000,152,20,0,20,15.75429504324443,0.7317456012427241,0.05,0
white_noise,1000,153,20,0,20,15.947432374358375,0.719880068976775,0.05,0
white_noise,1000,154,20,0,20,17.04945313767425,0.6497601571187404,0.05,0
white_noise,1000,155,20,0,20,19.454927833812622,0.49245632501389713,0.05,0
white_noise,1000,156,20,0,20,16.28762111997829,0.6986280263928167,0.05,0
white_noise,1000,157,20,0,20,16.382671956204454,0.6926181827320929,0.05,0
white_noise,1000,158,20,0,20,20.7954666242939,0.40925801813397056,0.05,0
white_noise,1000,159,20,0,20,21.953127425180508,0.3430594867763379,0.05,0
white_noise,1000,160,20,0,20,18.070369011895348,0.5827725932976403,0.05,0
white_noise,1000,161,20,0,20,24.568813436532746,0.21842751333970895,0.05,0
white_noise,1000,162,20,0,20,24.50745185487147,0.22092797115983126,0.05,0
white_noise,1000,163,20,0,20,17.84211506735963,0.59780815399057,0.05,0
white_noise,1000,164,20,0,20,25.076005485016083,0.1985387842914636,0.05,0
white_noise,1000,165,20,0,20,23.94175376546938,0.24494574696924346,0.05,0
white_noise,1000,166,20,0,20,11.667755920451022,0.9270370111624052,0.05,0
white_noise,1000,167,20,0,20,29.878489242938674,0.07184664032761313,0.05,0
white_noise,1000,168,20,0,20,19.8757504731289,0.4657258854893622,0.05,0
white_noise,1000,169,20,0,20,13.831910863681031,0.8389151181110536,0.05,0
white_noise,1000,170,20,0,20,31.39547899859169,0.05018128404435262,0.05,0
white_noise,1000,171,20,0,20,20.96736498592415,0.3990557225916118,0.05,0
white_noise,1000,172,20,0,20,15.72941795969958,0.7332624384102528,0.05,0
white_noise,1000,173,20,0,20,13.597335693658401,0.8503112653104107,0.05,0
white_noise,1000,174,20,0,20,28.58711839179103,0.09621319435209869,0.05,0
white_noise,1000,175,20,0,20,21.683270185359323,0.3579416011427966,0.05,0
white_noise,1000,176,20,0,20,43.17322712313567,0.0019392372285560388,0.05,1
white_noise,1000,177,20,0,20,22.40209585023219,0.3190963204299234,0.05,0
white_noise,1000,178,20,0,20,19.928430543704827,0.46241467673495396,0.05,0
white_noise,1000,179,20,0,20,12.316769119603533,0.904741615003376,0.05,0
white_noise,1000,180,20,0,20,9.127809901557624,0.9813790780409656,0.05,0
white_noise,1000,181,20,0,20,18.053987068272846,0.5838517418836948,0.05,0
white_noise,1000,182,20,0,20,13.700354564242103,0.8453578643090057,0.05,0
white_noise,1000,183,20,0,20,17.115310953381265,0.6454738260306674,0.05,0
white_noise,1000,184,20,0,20,17.05988919548689,0.6490814400216289,0.05,0
white_noise,1000,185,20,0,20,16.822629053427878,0.6644592446555606,0.05,0
white_noise,1000,186,20,0,20,8.311786344219415,0.9895957455518889,0.05,0
white_noise,1000,187,20,0,20,20.06529547247865,0.4538518803932675,0.05,0
white_noise,1000,188,20,0,20,15.950192040152015,0.7197094182945515,0.05,0
white_noise,1000,189,20,0,20,15.945269132078714,0.720013817166859,0.05,0
white_noise,1000,190,20,0,20,19.767970181450796,0.47252589339619944,0.05,0
white_noise,1000,191,20,0,20,23.327675211913785,0.2729928573082777,0.05,0
white_noise,1000,192,20,0,20,20.65326998101942,0.4177873023581692,0.05,0
white_noise,1000,193,20,0,20,16.531813274999724,0.6831320037197166,0.05,0
white_noise,1000,194,20,0,20,15.819795695157497,0.7277390142240375,0.05,0
white_noise,1000,195,20,0,20,21.404823664185333,0.37365884245459724,0.05,0
white_noise,1000,196,20,0,20,16.233440656207314,0.7020404358758179,0.05,0
white_noise,1000,197,20,0,20,18.32294694619131,0.5661433805600653,0.05,0
white_noise,1000,198,20,0,20,16.816760810301364,0.6648380863518399,0.05,0
white_noise,1000,199,20,0,20,25.516689631681672,0.1823737590419231,0.05,0
ar1_phi_0.5,100,0,20,0,20,37.80446425144115,0.009355416349440593,0.05,1
ar1_phi_0.5,100,1,20,0,20,76.19000813941209,1.7235112095446172e-08,0.05,1
ar1_phi_0.5,100,2,20,0,20,48.69472203241533,0.00033960745230275977,0.05,1
ar1_phi_0.5,100,3,20,0,20,57.868055369374424,1.5144142443443118e-05,0.05,1
ar1_phi_0.5,100,4,20,0,20,61.88909861201146,3.6183286783788946e-06,0.05,1
ar1_phi_0.5,100,5,20,0,20,72.88543463938782,6.113857729926454e-08,0.05,1
ar1_phi_0.5,100,6,20,0,20,58.43442778338093,1.2406577085084295e-05,0.05,1
ar1_phi_0.5,100,7,20,0,20,38.88543186646724,0.006889487070896263,0.05,1
ar1_phi_0.5,100,8,20,0,20,80.76630241815849,2.9086840554752507e-09,0.05,1
ar1_phi_0.5,100,9,20,0,20,54.30919515100005,5.204597946229892e-05,0.05,1
ar1_phi_0.5,100,10,20,0,20,55.998776602081875,2.9081195266039017e-05,0.05,1
ar1_phi_0.5,100,11,20,0,20,47.30192385607714,0.0005325556580858305,0.05,1
ar1_phi_0.5,100,12,20,0,20,15.99467040192832,0.7169548436595813,0.05,0
ar1_phi_0.5,100,13,20,0,20,42.83887755601663,0.0021469290989172677,0.05,1
ar1_phi_0.5,100,14,20,0,20,48.95589091717223,0.0003119060992321357,0.05,1
ar1_phi_0.5,100,15,20,0,20,66.43285703199246,6.885837835231084e-07,0.05,1
ar1_phi_0.5,100,16,20,0,20,82.5109900806827,1.4653395847784287e-09,0.05,1
ar1_phi_0.5,100,17,20,0,20,45.949671556218895,0.0008189362634133221,0.05,1
ar1_phi_0.5,100,18,20,0,20,29.531791887703832,0.07780387855995735,0.05,0
ar1_phi_0.5,100,19,20,0,20,30.150696329521807,0.06744836067857389,0.05,0
ar1_phi_0.5,100,20,20,0,20,30.84014506769544,0.05733648225300816,0.05,0
ar1_phi_0.5,100,21,20,0,20,70.65671045313515,1.4223982908045299e-07,0.05,1
ar1_phi_0.5,100,22,20,0,20,59.41296861142636,8.77538007739212e-06,0.05,1
ar1_phi_0.5,100,23,20,0,20,35.797136891532034,0.01624726149103848,0.05,1
ar1_phi_0.5,100,24,20,0,20,59.12936680042499,9.704003207897575e-06,0.05,1
ar1_phi_0.5,100,25,20,0,20,27.07499903813515,0.1331671100419312,0.05,0
ar1_phi_0.5,100,26,20,0,20,42.334024942064275,0.002501232756884295,0.05,1
ar1_phi_0.5,100,27,20,0,20,76.51507420523946,1.520344441320801e-08,0.05,1
ar1_phi_0.5,100,28,20,0,20,61.47383696758548,4.201873688728901e-06,0.05,1
ar1_phi_0.5,100,29,20,0,20,45.54907467777193,0.0009290940796713786,0.05,1
ar1_phi_0.5,100,30,20,0,20,42.7495585442864,0.002205910054429679,0.05,1
ar1_phi_0.5,100,31,20,0,20,37.47226738268192,0.010265466437455281,0.05,1
ar1_phi_0.5,100,32,20,0,20,92.60345693706147,2.5897773853776824e-11,0.05,1
ar1_phi_0.5,100,33,20,0,20,70.29520420899316,1.6299304595470252e-07,0.05,1
ar1_phi_0.5,100,34,20,0,20,32.6367019468978,0.036968780626491615,0.05,1
ar1_phi_0.5,100,35,20,0,20,57.6329169921688,1.6447364402676654e-05,0.05,1
ar1_phi_0.5,100,36,20,0,20,65.34029688274113,1.0299890867470863e-06,0.05,1
ar1_phi_0.5,100,37,20,0,20,80.7615600880439,2.9140943519873287e-09,0.05,1
ar1_phi_0.5,100,38,20,0,20,56.618245510294436,2.3449118403044895e-05,0.05,1
ar1_phi_0.5,100,39,20,0,20,36.21642669206959,0.014504196660521886,0.05,1
ar1_phi_0.5,100,40,20,0,20,25.452037316804766,0.184681178616569,0.05,0
ar1_phi_0.5,100,41,20,0,20,36.06299773806038,0.015120921785404562,0.05,1
ar1_phi_0.5,100,42,20,0,20,113.32929580552621,4.8348246966644396e-15,0.05,1
ar1_phi_0.5,100,43,20,0,20,65.26438217128481,1.0591238990916669e-06,0.05,1
ar1_phi_0.5,100,44,20,0,20,65.75819631915272,8.832015736894265e-07,0.05,1
ar1_phi_0.5,100,45,20,0,20,41.29233754748171,0.003416116602206456,0.05,1
ar1_phi_0.5,100,46,20,0,20,23.410664037460915,0.26908269269874496,0.05,0
ar1_phi_0.5,100,47,20,0,20,65.79936135728705,8.699104580815255e-07,0.05,1
ar1_phi_0.5,100,48,20,0,20,43.207517299700015,0.0019190572454518518,0.05,1
ar1_phi_0.5,100,49,20,0,20,51.72487765177332,0.00012486124382221815,0.05,1
ar1_phi_0.5,100,50,20,0,20,43.12226453886351,0.0019696041847255567,0.05,1
ar1_phi_0.5,100,51,20,0,20,43.436256732223285,0.001789490836229741,0.05,1
ar1_phi_0.5,100,52,20,0,20,63.92781815127805,1.7275374242339202e-06,0.05,1
ar1_phi_0.5,100,53,20,0,20,92.0451280365069,3.24684978671123e-11,0.05,1
ar1_phi_0.5,100,54,20,0,20,72.8188380782887,6.270800123059747e-08,0.05,1
ar1_phi_0.5,100,55,20,0,20,66.75371508250842,6.11525415608147e-07,0.05,1
ar1_phi_0.5,100,56,20,0,20,26.31555089834666,0.15564131263064465,0.05,0
ar1_phi_0.5,100,57,20,0,20,79.25846933478465,5.243962099201928e-09,0.05,1
ar1_phi_0.5,100,58,20,0,20,118.32827733656455,5.811487595512181e-16,0.05,1
ar1_phi_0.5,100,59,20,0,20,47.33762587361247,0.0005264930797470218,0.05,1
ar1_phi_0.5,100,60,20,0,20,59.01517804211772,1.0104556583033258e-05,0.05,1
ar1_phi_0.5,100,61,20,0,20,36.019690124787346,0.015299337682537818,0.05,1
ar1_phi_0.5,100,62,20,0,20,54.797356740276456,4.402429416202464e-05,0.05,1
ar1_phi_0.5,100,63,20,0,20,33.4373057418252,0.030192816934049668,0.05,1
ar1_phi_0.5,100,64,20,0,20,66.10251698088196,7.779198816791267e-07,0.05,1
ar1_phi_0.5,100,65,20,0,20,71.7820127012882,9.296169589316267e-08,0.05,1
ar1_phi_0.5,100,66,20,0,20,44.04293280933261,0.0014851365410577006,0.05,1
ar1_phi_0.5,100,67,20,0,20,53.80201486988835,6.188934762859844e-05,0.05,1
ar1_phi_0.5,100,68,20,0,20,55.35253246296733,3.636485544106671e-05,0.05,1
ar1_phi_0.5,100,69,20,0,20,57.29929887233106,1.8486837031222842e-05,0.05,1
ar1_phi_0.5,100,70,20,0,20,48.56298473744246,0.00035447025199555757,0.05,1
ar1_phi_0.5,100,71,20,0,20,43.43962606527433,0.001787646351952204,0.05,1
ar1_phi_0.5,100,72,20,0,20,86.19731644594542,3.400162363960398e-10,0.05,1
ar1_phi_0.5,100,73,20,0,20,77.78721157133045,9.29266394807001e-09,0.05,1
ar1_phi_0.5,100,74,20,0,20,90.79398555754383,5.3829338418064625e-11,0.05,1
ar1_phi_0.5,100,75,20,0,20,97.96927693512725,2.9032355214382252e-12,0.05,1
ar1_phi_0.5,100,76,20,0,20,43.150852823267755,0.0019525138312853506,0.05,1
ar1_phi_0.5,100,77,20,0,20,88.06157315339932,1.6145575274752002e-10,0.05,1
ar1_phi_0.5,100,78,20,0,20,42.50624728620668,0.00237452555798781,0.05,1
ar1_phi_0.5,100,79,20,0,20,61.13649672735899,4.743229683424693e-06,0.05,1
ar1_phi_0.5,100,80,20,0,20,38.0112726019551,0.008827544093280421,0.05,1
ar1_phi_0.5,100,81,20,0,20,36.726370895943184,0.012617779750334977,0.05,1
ar1_phi_0.5,100,82,20,0,20,56.21373415735862,2.6991096755352834e-05,0.05,1
ar1_phi_0.5,100,83,20,0,20,49.42487194515674,0.00026756121370618863,0.05,1
ar1_phi_0.5,100,84,20,0,20,89.46186484491157,9.204822984769651e-11,0.05,1
ar1_phi_0.5,100,85,20,0,20,61.736300556868535,3.823137724073231e-06,0.05,1
ar1_phi_0.5,100,86,20,0,20,20.45203786493194,0.42999069567394765,0.05,0
ar1_phi_0.5,100,87,20,0,20,33.88119907886813,0.02693964803153061,0.05,1
ar1_phi_0.5,100,88,20,0,20,53.935055678136266,5.914417863217571e-05,0.05,1
ar1_phi_0.5,100,89,20,0,20,40.937193763308876,0.00379502292366566,0.05,1
ar1_phi_0.5,100,90,20,0,20,92.7981520001585,2.393246784291007e-11,0.05,1
ar1_phi_0.5,100,91,20,0,20,21.78917837874934,0.3520591269401617,0.05,0
ar1_phi_0.5,100,92,20,0,20,73.88792117492086,4.171129577678468e-08,0.05,1
ar1_phi_0.5,100,93,20,0,20,108.83733425694062,3.198569701484985e-14,0.05,1
ar1_phi_0.5,100,94,20,0,20,67.4644639642871,4.6983630649794544e-07,0.05,1
ar1_phi_0.5,100,95,20,0,20,58.00415894759372,1.4436647323998182e-05,0.05,1
ar1_phi_0.5,100,96,20,0,20,95.2884075891252,8.693196478275998e-12,0.05,1
ar1_phi_0.5,100,97,20,0,20,73.80535677797674,4.3048291303292256e-08,0.05,1
ar1_phi_0.5,100,98,20,0,20,50.942556437118874,0.00016210902671346788,0.05,1
ar1_phi_0.5,100,99,20,0,20,47.641426701355506,0.0004775331015478716,0.05,1
ar1_phi_0.5,100,100,20,0,20,34.20908230604957,0.024744635761189314,0.05,1
ar1_phi_0.5,100,101,20,0,20,67.41462198910827,4.786155902113997e-07,0.05,1
ar1_phi_0.5,100,102,20,0,20,68.93086511728751,2.7197438307517474e-07,0.05,1
ar1_phi_0.5,100,103,20,0,20,69.6526866585518,2.0751930084142095e-07,0.05,1
ar1_phi_0.5,100,104,20,0,20,51.41095644295649,0.0001386818126193473,0.05,1
ar1_phi_0.5,100,105,20,0,20,67.9383522122299,3.939160459767056e-07,0.05,1
ar1_phi_0.5,100,106,20,0,20,56.91322745262812,2.115738000803118e-05,0.05,1
ar1_phi_0.5,100,107,20,0,20,74.45352175018493,3.359436066832789e-08,0.05,1
